2606.00045	no_html	3	yes	bbl,bib,bibcmd	conversion_fatal	Error:unexpected:\lxSVG@endscope	-
2606.00083	no_bib	3	yes	bib,bibcmd	conversion_fatal	Fatal:Timeout:PushbackLimit	-
2606.00128	no_bib	0	no		ok	-	-
2606.00183	no_bib	2	yes	bib,bibcmd	conversion_error	Error:post:convert	-
2606.00193	no_bib	2	yes	bib,bibcmd	conversion_error	Error:unexpected:\endabstract	-
2606.00231	no_bib	1	yes	bib,bibcmd	ok	-	-
2606.00255	no_bib	2	yes	bib,bibcmd,printbib,bibitem	conversion_error	Error:undefined:\degree	-
2606.00264	no_bib	2	yes	bib,bibcmd	conversion_error	Error:expected:\fi	-
2606.00265	no_html	3	yes	bib,bibcmd	conversion_fatal	Fatal:Timeout:TokenLimit	-
2606.00270	no_html	3	yes	bib,bibcmd	conversion_fatal	Fatal:Timeout:TokenLimit	-
2606.00321	no_bib	0	no		ok	-	-
2606.00334	empty_bib	1	yes	bib,bibcmd	ok	-	-
2606.00399	no_bib	2	yes	bib,printbib	conversion_error	Error:undefined:\volumeheader	-
2606.00401	no_html	3	yes	thebib,bibitem	conversion_fatal	Error:undefined:\TitleLanguage	-
2606.00563	no_bib	2	yes	bib,bibcmd	conversion_error	Error:unexpected:}	-
2606.00770	no_bib	2	yes	bib,bibcmd	conversion_error	Error:undefined:{CCSXML}	-
2606.00825	no_html	3	yes	bbl,bibcmd	conversion_fatal	Fatal:Timeout:TokenLimit	-
2606.00881	no_html	2	yes	bib,bibcmd	conversion_error	Error:undefined:\jtype	-
2606.00885	no_html	3	yes	bbl,bibcmd	conversion_fatal	Error:undefined:\hobbyinit	-
2606.00894	no_bib	2	yes	bib,bibcmd	conversion_error	Error:unexpected:\@end@tabular	-
2606.00901	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.00952	no_bib	2	yes	bib,printbib	conversion_error	Error:xpath:findnodes	-
2606.00983	no_bib	2	yes	bib,bibcmd	conversion_error	Error:latex:(tikz-cd)	-
2606.00994	no_bib	1	no		ok	-	-
2606.01136	no_html	3	yes	thebib,bibitem	conversion_fatal	Error:undefined:\endfirsthead	-
2606.01184	no_html	0	auto_ignore	stub	ok	-	-
2606.01233	empty_bib	2	yes	bib,bibcmd	conversion_error	Error:undefined:\lstdefinestyle	-
2606.01316	no_html	0	auto_ignore	stub	ok	-	-
2606.01320	no_bib	1	yes	bbl,bib,bibcmd	ok	-	-
2606.01387	no_bib	1	no		ok	-	-
2606.01435	no_bib	1	no		ok	-	-
2606.01437	no_bib	2	yes	bib,printbib	conversion_error	Error:undefined:\upstairs	-
2606.01517	no_bib	2	no		conversion_error	Error:latex:(newunicodechar)	-
2606.01706	empty_bib	2	yes	bbl	conversion_error	Error:unexpected:\end{remark}	-
2606.01763	no_bib	2	yes	bbl,bib,bibcmd	conversion_error	Error:expected:\fi	-
2606.01814	no_bib	2	yes	bib,bibcmd	conversion_error	Error:expected:\fi	-
2606.01880	no_bib	2	yes	bib,bibcmd	conversion_error	Error:expected:\fi	-
2606.01946	no_bib	0	yes	bib,bibcmd	ok	-	-
2606.01983	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:undefined:\blacksquare	-
2606.02007	no_bib	2	yes	bib,bibcmd,printbib	conversion_error	Error:undefined:\publyear	-
2606.02059	no_bib	1	no		ok	-	-
2606.02077	no_bib	2	yes	thebib,bibcmd,bibitem	conversion_error	Error:unexpected:\@end@tabular	-
2606.02206	no_bib	2	yes	bib,bibcmd	conversion_error	Error:expected:\fi	-
2606.02328	no_html	3	yes	bib,printbib	conversion_fatal	Fatal:Timeout:TokenLimit	-
2606.02394	no_html	3	yes	bbl,thebib,bibcmd,bibitem	conversion_fatal	Error:unexpected:\lx@begin@alignment	-
2606.02411	no_bib	2	yes	bib,bibcmd	conversion_error	Error:undefined:\setboolean	-
2606.02491	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.02507	no_bib	2	no		conversion_error	Error:malformed:ltx:_CaptureBlock_	-
2606.02647	no_html	0	auto_ignore	stub	ok	-	-
2606.02676	no_bib	1	yes	bib,bibcmd,printbib	ok	-	-
2606.02744	no_bib	2	yes	bbl,bibcmd,printbib	conversion_error	Error:unexpected:\lx@begin@alignment	-
2606.02779	no_bib	2	yes	bbl,bib,printbib	conversion_error	Error:undefined:\libertinusDisplay	-
2606.02804	no_bib	0	no		ok	-	-
2606.02811	no_bib	1	no		ok	-	-
2606.02916	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.02917	no_bib	2	yes	bbl,bib,bibcmd	conversion_error	Error:expected:\fi	-
2606.02934	no_html	3	yes	thebib,bibitem	conversion_fatal	Error:latex:(pgfplots)	-
2606.02972	no_html	3	yes	bib,bibcmd,printbib	conversion_fatal	Error:undefined:\coloneq	-
2606.03003	no_bib	2	no		conversion_error	Error:undefined:\setmainfont	-
2606.03051	no_bib	0	no		ok	-	-
2606.03104	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.03127	no_html	3	yes	bib,bibcmd	conversion_fatal	Fatal:Timeout:TokenLimit	-
2606.03146	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.03156	no_bib	1	no		ok	-	-
2606.03198	no_bib	0	no		ok	-	-
2606.03269	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:\noalign	-
2606.03384	no_bib	0	no		ok	-	-
2606.03435	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.03447	no_bib	3	yes	thebib,bibitem	conversion_fatal	Error:unexpected:\lx@begin@alignment	-
2606.03452	no_bib	2	yes	bib,bibcmd	conversion_error	Error:unexpected:\lx@begin@alignment	-
2606.03455	no_html	3	yes	bbl,bib,bibcmd	conversion_fatal	Fatal:Timeout:TokenLimit	-
2606.03480	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:expected:}	-
2606.03562	empty_bib	2	yes	bib,bibcmd	conversion_error	Error:undefined:\svgsetup	-
2606.03708	no_html	0	auto_ignore	stub	ok	-	-
2606.03709	no_bib	2	yes	bib,bibcmd	conversion_error	Error:expected:\fi	-
2606.03804	no_bib	2	yes	bbl,bibcmd	conversion_error	Error:unexpected:\@end@tabular	-
2606.03853	no_bib	2	yes	bib,bibcmd	conversion_error	Error:expected:\fi	-
2606.03861	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:\lx@begin@alignment	-
2606.03873	no_html	0	auto_ignore	stub	ok	-	-
2606.03922	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.04028	no_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:Sienna	-
2606.04034	no_bib	2	no		conversion_error	Error:unexpected:ACMPurple	-
2606.04125	no_bib	2	yes	bib,bibcmd	conversion_error	Error:unexpected:\@end@tabularx	-
2606.04223	empty_bib	2	yes	bib,bibcmd	conversion_error	Error:undefined:\affiliations	-
2606.04341	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.04416	empty_bib	1	yes	bbl	ok	-	-
2606.04436	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.04452	no_bib	2	yes	bib,bibcmd	conversion_error	Error:expected:\fi	-
2606.04459	no_html	3	yes	bib,bibcmd,printbib	conversion_fatal	Error:unexpected:\egroup	-
2606.04672	no_html	3	yes	bbl,bib,bibcmd	conversion_fatal	Error:unexpected:\lx@end@inline@math	-
2606.04687	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:undefined:\noindentparagraph	-
2606.04868	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:undefined:\maketitle	-
2606.04920	no_html	0	auto_ignore	stub	ok	-	-
2606.04993	no_bib	2	no		conversion_error	Error:latex:(newunicodechar)	-
2606.04994	no_bib	0	no		ok	-	-
2606.04995	empty_bib	1	yes	bbl,bibcmd	ok	-	-
2606.05031	no_html	3	yes	bbl,bib,bibcmd	conversion_fatal	Error:undefined:\normalem	-
2606.05044	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:undefined:\tikzcd@atendsavedpaths	-
2606.05060	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.05158	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:latex:(pgfplots)	-
2606.05186	no_bib	0	no		ok	-	-
2606.05189	no_html	0	auto_ignore	stub	ok	-	-
2606.05237	no_bib	2	yes	bib,printbib	conversion_error	Error:undefined:\DeclareDelimFormat	-
2606.05317	no_html	3	yes	bib,bibcmd	conversion_fatal	Fatal:Timeout:TokenLimit	-
2606.05321	no_bib	2	yes	bbl,bibcmd	conversion_error	Error:expected:\fi	-
2606.05329	no_bib	0	no		ok	-	-
2606.05439	no_bib	0	no		ok	-	-
2606.05459	no_html	3	yes	printbib	conversion_fatal	Error:undefined:\DeclareSourcemap	-
2606.05490	empty_bib	2	yes	bib,bibcmd	conversion_error	Error:malformed:ltx:text	-
2606.05500	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.05510	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:undefined:\fontspec_if_language:nT	-
2606.05512	no_bib	0	no		ok	-	-
2606.05528	empty_bib	1	yes	bib,bibcmd	ok	-	-
2606.05532	empty_bib	1	yes	bib,bibcmd	ok	-	-
2606.05629	no_bib	1	yes	bib,bibcmd	ok	-	-
2606.05850	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.05861	no_html	0	auto_ignore	stub	ok	-	-
2606.05865	no_html	3	yes	bbl,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.05887	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.06102	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:&	-
2606.06222	no_html	3	yes	bib,printbib	conversion_fatal	Error:undefined:\cmdGR@vertex@style	-
2606.06235	empty_bib	1	yes	bib,bibcmd	ok	-	-
2606.06297	no_bib	0	no		ok	-	-
2606.06426	empty_bib	1	yes	bbl,bibcmd	ok	-	-
2606.06538	no_bib	2	yes	bbl,bib,bibcmd	conversion_error	Error:undefined:\ifthenelse	-
2606.06564	empty_bib	1	yes	bib,bibcmd	ok	-	-
2606.06571	no_bib	0	no		ok	-	-
2606.06697	empty_bib	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:}	-
2606.06767	no_bib	1	no		ok	-	-
2606.06821	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:undefined:\@arclen	-
2606.06838	no_bib	2	no		conversion_error	Error:unexpected:shadecolor	-
2606.06922	no_bib	2	yes	bbl,printbib	conversion_error	Error:undefined:\alsoaffiliation	-
2606.06938	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:undefined:\CJKspace	-
2606.06943	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:undefined:\CJKspace	-
2606.06965	no_bib	2	yes	bib,printbib	conversion_error	Error:undefined:{notation}	-
2606.06968	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:unexpected:\endgroup	-
2606.06995	no_bib	2	yes	bib,bibcmd,printbib	conversion_error	Error:undefined:\maintitleauthorlist	-
2606.07093	no_bib	0	no		ok	-	-
2606.07139	no_bib	2	yes	bib,printbib	conversion_error	Error:undefined:{proofref}	-
2606.07229	no_html	3	yes	bib,bibcmd	conversion_fatal	Error:undefined:\cs	-
2606.07254	no_bib	1	no		ok	-	-
2606.07277	no_bib	2	yes	bib,bibcmd	conversion_error	Error:unexpected:\noalign	-
